               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.063361,             0.19246,            0.028464,              0.5285,             0.39088,             0.40303,             0.20967,            0.061245,             0.14915,            0.023752,           0.0019443,           0.0019443,           0.0019443
                  81,            0.063302,             0.19261,            0.028389,             0.55863,             0.37783,             0.40248,             0.21092,            0.061234,             0.14921,            0.023751,           0.0018594,           0.0018594,           0.0018594
                  82,            0.063265,             0.19225,            0.028238,             0.54728,             0.38411,             0.40501,             0.21123,            0.061199,             0.14899,            0.023736,           0.0017781,           0.0017781,           0.0017781
                  83,            0.063181,             0.19173,            0.028191,             0.55635,             0.38021,             0.40179,             0.21059,            0.061193,             0.14905,            0.023706,           0.0017005,           0.0017005,           0.0017005
                  84,            0.063087,             0.19236,            0.028065,             0.54872,             0.38277,             0.40441,             0.21168,            0.061117,             0.14904,             0.02365,           0.0016267,           0.0016267,           0.0016267
                  85,            0.063088,             0.19184,            0.027936,             0.51725,              0.3968,             0.40368,             0.21238,            0.061109,             0.14905,            0.023694,           0.0015566,           0.0015566,           0.0015566
                  86,            0.063013,             0.19142,            0.027859,             0.54629,             0.39288,             0.40671,              0.2131,            0.061121,             0.14899,             0.02358,           0.0014905,           0.0014905,           0.0014905
                  87,            0.062928,              0.1908,            0.027826,              0.5472,             0.38814,             0.40617,             0.21246,            0.061149,             0.14902,             0.02359,           0.0014283,           0.0014283,           0.0014283
                  88,            0.062798,             0.19092,              0.0276,              0.5577,             0.38523,             0.40828,             0.21496,            0.061087,             0.14898,            0.023565,           0.0013701,           0.0013701,           0.0013701
                  89,            0.062753,              0.1909,            0.027549,             0.55837,             0.38575,             0.40883,              0.2154,            0.061022,              0.1489,            0.023483,            0.001316,            0.001316,            0.001316
                  90,            0.062743,              0.1908,            0.027502,             0.53737,             0.39535,             0.40955,             0.21436,            0.061062,             0.14896,            0.023509,            0.001266,            0.001266,            0.001266
                  91,             0.06266,             0.19073,            0.027427,             0.56206,             0.38925,             0.40856,             0.21516,            0.061007,             0.14873,            0.023394,           0.0012202,           0.0012202,           0.0012202
                  92,            0.062649,             0.19022,            0.027415,             0.52125,             0.40505,             0.40869,             0.21455,            0.061026,             0.14877,            0.023483,           0.0011787,           0.0011787,           0.0011787
                  93,             0.06246,              0.1897,            0.027283,             0.53824,             0.39907,             0.40755,             0.21426,            0.060988,              0.1489,            0.023492,           0.0011414,           0.0011414,           0.0011414
                  94,            0.062537,             0.19019,            0.027251,             0.58222,             0.37779,             0.40954,             0.21521,             0.06098,             0.14879,            0.023466,           0.0011084,           0.0011084,           0.0011084
                  95,            0.062495,             0.19021,            0.027155,             0.55067,             0.39211,             0.40989,             0.21564,             0.06092,             0.14891,            0.023466,           0.0010797,           0.0010797,           0.0010797
                  96,            0.062507,             0.19002,            0.027085,             0.57804,             0.38197,              0.4117,             0.21571,            0.060948,             0.14895,            0.023407,           0.0010554,           0.0010554,           0.0010554
                  97,              0.0625,              0.1905,            0.027032,             0.55027,             0.39168,             0.41075,             0.21582,            0.060937,             0.14885,              0.0234,           0.0010355,           0.0010355,           0.0010355
                  98,            0.062387,              0.1893,            0.027144,              0.5771,             0.38102,             0.41057,             0.21549,            0.060892,             0.14892,            0.023449,             0.00102,             0.00102,             0.00102
                  99,            0.062448,             0.18957,            0.027042,              0.5677,             0.38829,             0.41026,             0.21608,            0.060948,             0.14896,            0.023381,           0.0010089,           0.0010089,           0.0010089
                  99,            0.062448,             0.18957,            0.027042,             0.56071,             0.38158,             0.40877,             0.22508,            0.060891,             0.14886,            0.023341,           0.0010089,           0.0010089,           0.0010089
